,0
514,2.9309995
515,2.868135
516,2.8661516
517,2.994013
518,3.131653
519,3.247804
520,3.3274255
521,3.2694867
522,3.211306
523,3.161621
524,3.204747
525,3.117252
526,3.038326
527,3.104394
528,3.1190016
529,3.1243122
530,3.156927
531,3.1794038
532,3.218391
533,3.2108853
534,3.1943812
535,3.1628146
536,3.1601176
537,3.2306607
538,3.2746851
539,3.5207162
540,3.7166762
541,3.8797343
542,3.9601872
543,4.004198
544,4.1996484
545,4.270379
546,4.280149
547,4.290981
548,4.297649
549,4.1115727
550,3.816219
551,3.578539
552,3.2821877
553,3.099175
554,3.0499876
555,3.0580895
556,3.0221322
557,3.0057693
558,2.9553344
559,2.8203177
560,2.6912234
561,2.56476
562,2.4598186
563,2.341646
564,2.1814742
565,2.0888407
566,2.030043
567,2.0226743
568,1.9364923
569,1.8609557
570,1.8620454
571,1.9050852
572,1.9200518
573,1.9651254
574,2.0136216
575,2.0320175
576,2.0855918
577,2.1574724
578,2.120451
579,2.1054463
580,2.0479763
581,1.9938307
582,1.970743
583,1.9333221
584,1.8004414
585,1.7103276
586,1.6324174
587,1.6080389
588,1.5681552
589,1.5963984
590,1.6318936
591,1.6192783
592,1.5522883
593,1.7990314
594,2.256471
595,2.8436172
596,3.3279235
597,3.8604517
598,4.3571196
599,4.635198
600,4.902225
601,5.067061
602,5.1561847
603,5.286133
604,5.3650475
605,5.4567175
606,5.5189114
607,5.614089
608,5.7380056
609,5.8268495
610,5.8944364
611,5.9022727
612,5.825997
613,5.701302
614,5.5479994
615,5.4503074
616,5.391293
617,5.340763
618,5.3359747
619,5.4362884
620,5.4149394
621,5.403581
622,5.373425
623,5.348446
624,5.272367
625,5.2225637
626,5.195875
627,5.2460446
628,5.293314
629,5.2836394
630,5.3277345
631,5.3503437
632,5.3853855
633,5.383814
634,5.379757
635,5.3038344
636,5.2327294
637,5.0642476
638,4.8717985
639,4.647693
640,4.364914
641,4.0105615
642,3.572547
643,3.374141
644,3.1591115
645,3.1140826
646,3.0479357
647,2.979281
648,2.9951975
649,3.0205417
650,2.9782157
651,2.8214145
652,2.7808385
653,2.5884275
654,2.4731967
655,2.3636909
656,2.242909
657,2.0927796
658,2.0150926
659,1.89127
660,1.7848953
661,1.7145586
662,1.6804919
663,1.6730185
664,1.7739371
665,1.842992
666,1.8986017
667,1.9294032
668,1.8545237
669,1.7775713
670,1.5916562
671,1.4411339
672,1.3206253
673,1.2286744
674,1.1491724
675,1.0657414
676,1.0005447
677,0.9370953
678,0.90069705
679,0.853934
680,0.8404882
681,0.83102083
682,0.94564086
683,1.0345429
684,1.0938818
685,1.2383231
686,1.3255334
687,1.3287829
688,1.3271903
689,1.3997833
690,1.4280231
691,1.5549752
692,1.5286372
693,1.4466373
694,1.4331377
695,1.4111744
696,1.4460535
697,1.5688279
698,1.8352544
699,2.0692875
700,2.285106
701,2.6134017
702,3.1276188
703,3.5737467
704,4.0510774
705,4.6127763
706,5.041843
707,5.4811087
708,5.9375286
709,6.3750668
710,6.8552637
711,7.088884
712,7.340278
713,7.528339
714,7.656113
715,7.672694
716,7.683259
717,7.6895466
718,7.6895466
719,7.6895466
720,7.6895466
721,7.6895466
722,7.6895466
723,7.6895466
724,7.6895466
725,7.6895466
726,7.638764
727,7.3628545
728,6.9010773
729,6.396543
730,5.6373243
731,5.1136947
732,4.759324
733,4.4438577
734,4.1344824
735,3.913522
736,3.5686193
737,3.2492895
738,3.0547705
739,2.9332569
740,2.9064295
741,2.9573176
742,3.010905
743,2.860647
744,2.7195294
745,2.4782152
746,2.214617
747,2.036475
748,1.7526858
749,1.6501714
750,1.6410005
751,1.6513089
752,1.7300122
753,1.807206
754,1.8483171
755,1.8872631
756,2.0194273
757,2.228426
758,2.5491688
759,2.95423
760,3.1720505
761,3.516157
762,3.650346
763,3.776626
764,3.8960748
765,3.9004521
766,3.7644887
767,3.5735502
768,3.412749
769,3.4078698
770,3.390524
771,3.4798741
772,3.5810425
773,3.601649
774,3.5365386
775,3.3777816
776,3.2340014
777,3.1571708
778,3.0612674
779,3.0027518
780,2.9974034
781,2.8840177
782,2.7345438
783,2.6382396
784,2.498347
785,2.43431
786,2.4283786
787,2.4542568
788,2.4245968
789,2.421524
790,2.437511
791,2.4826653
792,2.531165
793,2.5631473
794,2.574943
795,2.6675105
796,2.6841302
797,2.7055483
798,2.7430384
799,2.7668107
800,2.7317908
801,2.5350666
802,2.408282
803,2.2426298
804,2.0850668
805,1.9591287
806,1.729824
807,1.5871214
808,1.4906011
809,1.4152659
810,1.3266807
811,1.2506906
812,1.1785533
813,1.1151079
814,1.0769887
815,1.0446607
816,0.98809767
817,0.97764635
818,0.94777846
819,1.0362711
820,1.047586
821,1.0495716
822,1.0930032
823,1.132085
824,1.2283392
825,1.2196996
826,1.1997615
827,1.2267623
828,1.2360784
829,1.1738402
830,1.159491
831,1.1412859
832,1.1220447
833,1.1264738
834,1.1330715
835,1.1342431
836,1.0501422
837,0.9804759
838,0.96472013
839,0.9551022
840,0.9463605
841,0.9250864
842,0.9403869
843,0.95595956
844,0.9560705
845,0.9426928
846,0.9369157
847,0.9306215
848,0.93191403
849,0.9486935
850,0.9996986
851,1.0304383
852,1.0773523
853,1.0210489
854,0.916295
855,0.8238418
856,0.7270731
857,0.55567384
858,0.49494004
859,0.45943493
860,0.42722523
861,0.4687775
862,0.5260413
863,0.55443984
864,0.5200038
865,0.49380046
866,0.48701718
867,0.48668367
868,0.4753759
869,0.47033483
870,0.4579132
871,0.4907981
872,0.5366534
873,0.6687082
874,0.817725
875,0.95900875
876,1.0381205
877,1.2422819
878,1.4623973
879,1.4496757
880,1.4500604
881,1.458063
882,1.615894
883,1.6983259
884,1.7341373
885,1.7962838
886,1.8679683
887,1.9847329
888,2.245296
889,2.2963243
890,2.4800336
891,2.7667797
892,2.963853
893,3.2745566
894,3.7934082
895,4.2169433
896,4.696325
897,5.0355496
898,5.2785378
899,5.443938
900,5.535781
901,5.575734
902,5.646653
903,5.698466
904,5.6927156
905,5.5734124
906,5.419381
907,5.2904015
908,5.1614122
909,5.0553184
910,4.877091
911,4.6424546
912,4.364144
913,4.0639615
914,3.799523
915,3.5935574
916,3.6510332
917,3.7006052
918,3.8292842
919,3.8180315
920,3.7332327
921,3.879022
922,3.9947636
923,4.097548
924,4.1062207
925,4.1743007
926,4.284845
927,4.4158893
928,4.540496
929,4.609761
930,4.578551
931,4.533092
932,4.520965
933,4.466857
934,4.3897057
935,4.302015
936,4.2167835
937,4.097489
938,4.0665545
939,3.9732218
940,3.9224153
941,3.9030218
942,3.880672
943,3.8718727
944,3.8077018
945,4.102858
946,4.4362493
947,4.753341
948,4.803357
949,4.9878745
950,5.163317
951,5.3336945
952,5.456132
953,5.531203
954,5.6136646
955,5.647903
956,6.075401
957,6.384883
958,6.6074004
959,6.816216
960,6.939219
961,6.9517975
962,6.9904256
963,7.0516753
964,7.0517454
965,6.8990064
966,6.763625
967,6.5970244
968,6.3883
969,6.1500444
970,5.886901
971,5.705035
972,5.5197325
973,5.3278832
974,5.2516413
975,5.2050753
976,5.175882
977,5.128699
978,5.138948
979,5.119659
980,5.0934706
981,4.9415
982,4.750151
983,4.547868
984,4.270579
985,3.9488873
986,3.6747663
987,3.4859242
988,3.3212059
989,3.79546
990,4.090146
991,4.428089
992,4.628341
993,4.827395
994,5.0852513
995,5.4124904
996,6.018504
997,6.354687
998,6.680978
999,6.867425
1000,6.9547315
1001,7.033271
1002,7.095847
1003,7.129603
1004,7.163198
1005,7.2041955
1006,7.15136
1007,7.067956
1008,6.987193
1009,6.9392843
1010,6.8043404
1011,6.547182
1012,6.3070273
1013,5.99159
1014,5.637943
1015,5.03438
1016,4.5424867
1017,4.0373163
1018,3.7180004
1019,3.4616375
1020,3.1741474
1021,2.8170173
1022,2.1642985
1023,1.6483841
1024,1.4672133
1025,1.4079314
1026,1.3779436
1027,1.3425797
1028,1.3325922
1029,1.3815465
1030,1.4447894
1031,1.4935259
1032,1.4276185
1033,1.3766059
1034,1.343331
1035,1.299819
1036,1.2849047
1037,1.2213175
1038,1.1349186
1039,1.0888715
1040,1.0772309
1041,1.0575488
1042,1.0586405
1043,1.0800488
1044,1.1156504
1045,1.1382078
1046,1.1072705
1047,1.0447879
1048,0.9733002
1049,0.92281574
1050,0.9161023
1051,0.929942
1052,0.90795356
1053,0.87140954
1054,0.8224977
1055,0.72968894
1056,0.66872174
1057,0.5941156
1058,0.47727782
1059,0.44646785
1060,0.461464
1061,0.45490125
1062,0.4695717
1063,0.48096305
1064,0.46636176
1065,0.45069984
1066,0.42004463
1067,0.41337925
1068,0.40160298
1069,0.39054987
1070,0.3735603
1071,0.37145248
1072,0.36312267
1073,0.3578423
1074,0.3341456
1075,0.32321107
1076,0.31334466
1077,0.30128706
1078,0.2969311
1079,0.29472768
1080,0.2984909
1081,0.27916467
1082,0.25668356
1083,0.23805438
1084,0.24616802
1085,0.26091248
1086,0.2640208
1087,0.26208583
1088,0.27894223
1089,0.27256206
1090,0.2709848
1091,0.33428445
1092,0.47176462
1093,0.5863286
1094,0.69163066
1095,0.86151046
1096,1.0022824
1097,1.1158826
1098,1.2601246
1099,1.5438123
1100,1.8321369
1101,1.9994489
1102,2.194949
1103,2.4108875
1104,2.6733105
1105,2.9317317
1106,3.1644115
1107,3.1749525
1108,3.329364
1109,3.5371943
1110,3.7632284
1111,3.924745
1112,4.112362
1113,4.1120934
1114,4.0299
1115,3.9732115
1116,3.8540423
1117,3.703365
1118,3.6155963
1119,3.3653922
1120,3.081802
1121,2.7914271
1122,2.52022
1123,2.2872102
1124,2.121967
1125,1.9824893
1126,1.9001342
1127,1.8166746
1128,1.7324879
1129,1.6879847
1130,1.3806984
1131,1.1825348
1132,1.0255458
1133,0.922722
1134,0.846216
1135,0.78627217
1136,0.7185781
1137,0.6503367
1138,0.59173363
1139,0.523153
1140,0.49593082
1141,0.46595997
1142,0.4513703
1143,0.45687145
1144,0.4548231
1145,0.45247662
1146,0.44015336
1147,0.44206643
1148,0.4253606
1149,0.4189403
1150,0.41313756
1151,0.42441922
1152,0.43065262
1153,0.41336355
1154,0.42340407
1155,0.4149503
1156,0.4048407
1157,0.39297542
1158,0.3913834
1159,0.40978244
1160,0.41459623
1161,0.42003468
1162,0.439016
1163,0.45739925
1164,0.4757074
1165,0.48754346
1166,0.4951559
1167,0.5030903
1168,0.5064619
1169,0.5258619
1170,0.55230004
1171,0.5372822
1172,0.49893513
1173,0.47104865
1174,0.45799974
1175,0.46297657
1176,0.4671256
1177,0.46718204
1178,0.45861447
1179,0.44872868
1180,0.4352102
1181,0.43718675
1182,0.45647228
1183,0.47731468
1184,0.5150975
1185,0.5894795
1186,0.6730317
1187,0.84206873
1188,0.9576596
1189,1.067662
1190,1.2444854
1191,1.4142408
1192,1.5490134
1193,1.626664
1194,1.7057643
1195,1.8491589
1196,1.980721
1197,2.1315887
1198,2.2744162
1199,2.4006667
1200,2.4992433
1201,2.5692163
1202,2.6253042
1203,2.715135
1204,2.704145
1205,2.67502
1206,2.548758
1207,2.4119642
1208,2.3090951
1209,2.296681
1210,2.2857604
1211,2.2804708
1212,2.2920818
1213,2.3202906
1214,2.1655097
1215,1.9756949
1216,1.8497216
1217,1.7299412
1218,1.732533
1219,1.758428
1220,1.6775522
1221,1.6289828
1222,1.5899774
1223,1.6311078
1224,1.459337
1225,1.3357321
1226,1.2609389
1227,1.1975698
1228,1.0639489
1229,0.98307586
1230,0.88840604
1231,0.84055704
1232,0.8034179
1233,0.7233094
1234,0.70159143
1235,0.69478387
1236,0.7207828
1237,0.74275595
1238,0.73407364
1239,0.7323394
1240,0.7561639
1241,0.7866795
1242,0.80677193
1243,0.83307105
1244,0.7612106
1245,0.69221985
1246,0.60201657
1247,0.520128
1248,0.42937353
1249,0.41516367
1250,0.41455325
1251,0.40734702
1252,0.37270385
1253,0.3560188
1254,0.35223213
1255,0.3450154
1256,0.32175422
1257,0.3214266
1258,0.31850713
1259,0.32255974
1260,0.33649153
1261,0.34295514
1262,0.36243713
1263,0.3925684
1264,0.41974494
1265,0.43274713
1266,0.44725424
1267,0.4635329
1268,0.4776179
1269,0.4866779
1270,0.5010992
1271,0.5181354
1272,0.5298167
1273,0.5550889
1274,0.5672707
1275,0.5750504
1276,0.5784895
1277,0.58610564
1278,0.5918682
1279,0.6008319
1280,0.61194664
1281,0.5594346
1282,0.49114698
1283,0.43915385
1284,0.38709107
1285,0.35168868
1286,0.32193547
1287,0.30935502
1288,0.28804773
1289,0.2660276
1290,0.2600391
1291,0.249237
1292,0.23918287
1293,0.2296955
1294,0.22826894
1295,0.21999091
1296,0.21361914
1297,0.2093846
1298,0.20733649
1299,0.20112905
1300,0.19505171
1301,0.1903086
1302,0.18314227
1303,0.1747683
1304,0.16813894
1305,0.16397178
1306,0.16239978
1307,0.16487645
1308,0.17506917
1309,0.19431451
1310,0.18866949
1311,0.20331296
1312,0.23431191
1313,0.25289986
1314,0.26988453
1315,0.2991424
1316,0.34887475
1317,0.38101637
1318,0.41324466
1319,0.48236603
1320,0.54262567
1321,0.56816673
1322,0.58377504
1323,0.65750855
1324,0.73858434
1325,0.7979206
1326,0.8481147
1327,0.89957654
1328,0.9686998
1329,0.9483431
1330,0.92714995
1331,0.91142786
1332,0.85090554
1333,0.80989766
1334,0.7903322
1335,0.7781825
1336,0.79789925
1337,0.82568204
1338,0.85316145
1339,0.87072015
1340,0.89001995
1341,0.91900736
1342,0.9462676
1343,0.9753678
1344,1.0036932
1345,1.0171978
1346,1.0293543
1347,1.0701483
1348,1.132255
1349,1.1984096
1350,1.2347916
1351,1.2595924
1352,1.2738369
1353,1.2564723
1354,1.1795485
1355,1.1049814
1356,1.0233586
1357,0.94838864
1358,0.9084048
1359,0.8583747
1360,0.84498066
1361,0.83711207
1362,0.8506628
1363,0.85893494
1364,0.85688895
1365,0.8376013
1366,0.8355676
1367,0.8238738
1368,0.81003624
1369,0.804546
1370,0.799041
1371,0.7897732
1372,0.7931844
1373,0.81430537
1374,0.72691125
1375,0.6419105
1376,0.53636867
1377,0.43943676
1378,0.37750188
1379,0.35356113
1380,0.35111392
1381,0.35596946
1382,0.34617084
1383,0.33590052
1384,0.31873497
1385,0.3132795
1386,0.3191379
1387,0.2848048
1388,0.26667413
1389,0.25891483
1390,0.26954657
1391,0.29590002
1392,0.34839758
1393,0.41496304
1394,0.48922867
1395,0.53220725
1396,0.554435
1397,0.5715032
1398,0.58190507
1399,0.59767103
1400,0.5860564
1401,0.5731956
1402,0.55007696
1403,0.54249984
1404,0.5214222
1405,0.5347833
1406,0.53612643
1407,0.5450035
1408,0.58521914
1409,0.6355873
1410,0.65197027
1411,0.6376915
1412,0.5924415
1413,0.59940934
1414,0.6541471
1415,0.67147315
1416,0.7120385
1417,0.7691365
1418,0.80855125
1419,0.9092751
1420,0.99137765
1421,1.0229332
1422,1.0492016
1423,1.0922977
1424,1.1290637
1425,1.1177169
1426,1.103747
1427,1.1264497
1428,1.2144243
1429,1.3475062
1430,1.4569652
1431,1.587825
1432,1.6453718
1433,1.7214651
1434,1.743503
1435,1.7849846
1436,1.8008139
1437,1.6760579
1438,1.6311738
1439,1.6319273
1440,1.6252369
1441,1.644668
1442,1.6960932
1443,1.6864887
1444,1.6891819
1445,1.7362787
1446,1.8518498
1447,2.0252092
1448,2.263978
1449,2.446213
1450,2.6411192
1451,3.047594
1452,3.470999
1453,3.700595
1454,3.895904
1455,4.005615
1456,4.043754
1457,4.0514402
1458,3.7761369
1459,3.5107846
1460,3.3308518
1461,3.3117268
1462,3.4320304
1463,3.2041972
1464,3.0342667
1465,3.317411
1466,4.9007177
1467,6.2630205
1468,6.8077703
1469,7.2154503
1470,7.47645
1471,7.611162
1472,7.6543117
1473,7.681227
1474,7.6895466
1475,7.6895466
1476,7.6895466
1477,7.6895466
1478,7.6895466
1479,7.6895466
1480,7.6895466
1481,7.673528
1482,7.6512136
1483,7.6285796
1484,7.595837
1485,7.5522137
1486,7.498243
1487,7.4673276
1488,7.4317613
1489,7.3902993
1490,7.339706
1491,7.2932763
1492,7.3013115
1493,7.338236
1494,7.387795
1495,7.4381843
1496,7.487822
1497,7.5256166
1498,7.5506883
1499,7.5704584
1500,7.5917044
1501,7.5922685
1502,7.5488024
1503,7.5529804
1504,7.5669036
1505,7.533038
1506,7.529282
1507,7.527549
1508,7.5803585
1509,7.597103
1510,7.5836987
1511,7.5967183
1512,7.626815
1513,7.6671095
1514,7.687374
1515,7.6895466
1516,7.6895466
1517,7.6895466
1518,7.6895466
1519,7.6895466
1520,7.6895466
1521,7.6895466
1522,7.6895466
1523,7.6895466
1524,7.6895466
1525,7.6895466
1526,7.6895466
1527,7.6823187
1528,7.676023
1529,7.6613936
1530,7.6531854
1531,7.643943
1532,7.6352763
1533,7.628213
1534,7.6186976
1535,7.608633
1536,7.602169
1537,7.5895805
1538,7.5811977
1539,7.5667596
1540,7.5535903
1541,7.54231
1542,7.5231028
1543,7.5042133
1544,7.4840264
1545,7.452671
1546,7.414292
1547,7.3897905
1548,7.3676205
1549,7.326624
1550,7.341597
1551,7.338008
1552,7.323071
1553,7.273016
1554,7.210012
1555,7.134921
1556,7.087042
1557,7.0694385
1558,7.052389
1559,7.0259686
1560,6.988349
1561,6.9301734
1562,6.8796177
1563,6.7992563
1564,6.6639376
1565,6.545279
1566,6.4181895
1567,6.2526965
1568,6.0887303
1569,5.9114714
1570,5.7578616
1571,5.552794
1572,5.3543825
1573,5.1458907
1574,4.9744344
1575,4.8126965
1576,4.677458
1577,4.493167
1578,4.3818784
1579,4.270935
1580,4.0748796
1581,3.9675195
1582,3.815701
1583,3.6871827
1584,3.550013
1585,3.4558077
1586,3.3408492
1587,3.227237
1588,3.1127694
1589,3.0052872
1590,2.9122663
1591,2.8040953
1592,2.7655022
1593,2.746595
1594,2.6892917
1595,2.475389
1596,2.270177
1597,2.0400827
1598,1.8318306
1599,1.6920801
1600,1.4951814
1601,1.3942624
1602,1.2911488
1603,1.4085021
1604,1.5145769
1605,1.5917418
1606,1.6155869
1607,1.651406
1608,1.639362
1609,1.610007
1610,1.6222423
1611,1.6382432
1612,1.6379709
1613,1.6717639
1614,1.6872761
1615,1.6867274
1616,1.6887007
1617,1.583486
1618,1.5216535
1619,1.3822317
1620,1.2490233
1621,1.1622483
1622,1.0986663
1623,0.92849046
1624,0.76435304
1625,0.6552977
1626,0.5867731
1627,0.5306325
1628,0.4829729
1629,0.4351646
1630,0.4186647
1631,0.3982369
1632,0.37605843
1633,0.3592971
1634,0.3524149
1635,0.35072333
1636,0.35204512
1637,0.35985014
1638,0.36132628
1639,0.37169883
1640,0.37023082
1641,0.3701327
1642,0.36499283
1643,0.37140605
1644,0.35652623
1645,0.36709645
1646,0.39966467
1647,0.437838
1648,0.4600663
1649,0.47955975
1650,0.4732524
1651,0.44925892
1652,0.4439582
1653,0.44951513
1654,0.49443012
1655,0.51134104
1656,0.51934457
1657,0.5040466
1658,0.49439344
1659,0.47426364
1660,0.48499218
1661,0.53894544
1662,0.6069496
1663,0.6903321
1664,0.7676557
1665,0.8439844
1666,0.9676646
1667,1.0965958
1668,1.1936911
1669,1.2787132
1670,1.3347665
1671,1.3737901
1672,1.3730581
1673,1.3572294
1674,1.309075
1675,1.2636154
1676,1.2097504
1677,1.1372777
1678,1.0859522
1679,1.0950104
1680,1.1280426
1681,1.190197
1682,1.3883271
1683,1.5564816
1684,1.8716292
1685,2.4294207
1686,3.147341
1687,3.6435976
1688,3.9638572
1689,4.021097
1690,3.995787
1691,3.9356742
1692,3.9072645
1693,4.0522804
1694,4.2638187
1695,4.44217
1696,4.6978726
1697,4.8754225
1698,4.822432
1699,4.743723
1700,4.6623116
1701,4.278036
1702,3.8953567
1703,3.4963095
1704,3.175716
